Code_commune_INSEE;Nom_commune;Code_postal;Libelle_acheminement;Ligne_5
82082;LACAPELLE LIVRON;82160;LACAPELLE LIVRON;
82100;LOZE;82160;LOZE;
82133;MOUILLAC;82160;MOUILLAC;
82137;PARISOT;82160;PARISOT;
82147;PUYLAGARDE;82160;PUYLAGARDE;
82172;ST PROJET;82160;ST PROJET;
82016;BELVEZE;82150;BELVEZE;
82117;MONTAIGU DE QUERCY;82150;MONTAIGU DE QUERCY;
82151;ROQUECOR;82150;ROQUECOR;
82153;ST AMANS DU PECH;82150;ST AMANS DU PECH;
82157;ST BEAUZEIL;82150;ST BEAUZEIL;
82185;VALEILLES;82150;VALEILLES;
82041;CAZALS;82140;CAZALS;
82061;FENEYROLS;82140;FENEYROLS;
82155;ST ANTONIN NOBLE VAL;82140;ST ANTONIN NOBLE VAL;
82076;L HONOR DE COS;82130;L HONOR DE COS;
82087;LAFRANCAISE;82130;LAFRANCAISE;
82090;LAMOTHE CAPDEVILLE;82130;LAMOTHE CAPDEVILLE;
82120;MONTASTRUC;82130;MONTASTRUC;
82140;PIQUECOS;82130;PIQUECOS;
82195;VILLEMADE;82130;VILLEMADE;
82004;ASQUES;82120;ASQUES;
82009;BALIGNAC;82120;BALIGNAC;
82034;CASTERA BOUZET;82120;CASTERA BOUZET;
82067;GENSAC;82120;GENSAC;
82074;GRAMONT;82120;GRAMONT;
82083;LACHAPELLE;82120;LACHAPELLE;
82097;LAVIT;82120;LAVIT;
82102;MANSONVILLE;82120;MANSONVILLE;
82104;MARSAC;82120;MARSAC;
82107;MAUMUSSON;82120;MAUMUSSON;
82129;MONTGAILLARD;82120;MONTGAILLARD;
82143;POUPAS;82120;POUPAS;
82146;PUYGAILLARD DE LOMAGNE;82120;PUYGAILLARD DE LOMAGNE;
82163;ST JEAN DU BOUZET;82120;ST JEAN DU BOUZET;
82021;BOULOC;82110;BOULOC;
82042;CAZES MONDENARD;82110;CAZES MONDENARD;
82094;LAUZERTE;82110;LAUZERTE;
82116;MONTAGUDET;82110;MONTAGUDET;
82122;MONTBARLA;82110;MONTBARLA;
82154;ST AMANS DE PELLAGAL;82110;ST AMANS DE PELLAGAL;
82164;STE JULIETTE;82110;STE JULIETTE;
82177;SAUVETERRE;82110;SAUVETERRE;
82183;TREJOULS;82110;TREJOULS;
82012;LES BARTHES;82100;LES BARTHES;
82030;CASTELFERRUS;82100;CASTELFERRUS;
82033;CASTELSARRASIN;82100;CASTELSARRASIN;
82063;GARGANVILLAR;82100;GARGANVILLAR;
82080;LABASTIDE DU TEMPLE;82100;LABASTIDE DU TEMPLE;
82081;LABOURGADE;82100;LABOURGADE;
82086;LAFITTE;82100;LAFITTE;
82118;MONTAIN;82100;MONTAIN;
82152;ST AIGNAN;82100;ST AIGNAN;
82121;MONTAUBAN;82000;MONTAUBAN;
81052;CAMBON;81990;CAMBON D ALBI;
81059;CARLUS;81990;CARLUS;
81074;CUNAC;81990;CUNAC;
81097;FREJAIROLLES;81990;FREJAIROLLES;
81218;PUYGOUZON;81990;PUYGOUZON;
81274;SALIES;81990;SALIES;
81284;LE SEQUESTRE;81990;LE SEQUESTRE;
81070;COUFOULEUX;81800;COUFOULEUX;
81106;GRAZAC;81800;GRAZAC;
81149;LOUPIAC;81800;LOUPIAC;
81164;MEZENS;81800;MEZENS;
81220;RABASTENS;81800;RABASTENS;
81228;ROQUEMAURE;81800;ROQUEMAURE;
81195;NAVES;81710;NAVES;
81273;SAIX;81710;SAIX;
81015;APPELLE;81700;APPELLE;
81030;BERTRE;81700;BERTRE;
81032;BLAN;81700;BLAN;
81100;GARREVAQUES;81700;GARREVAQUES;
81142;LEMPAUT;81700;LEMPAUT;
81200;PALLEVILLE;81700;PALLEVILLE;
81210;POUDIS;81700;POUDIS;
81219;PUYLAURENS;81700;PUYLAURENS;
81251;ST GERMAIN DES PRES;81700;ST GERMAIN DES PRES;
81270;ST SERNIN LES LAVAUR;81700;ST SERNIN LES LAVAUR;
81036;BOUT DU PONT DE LARN;81660;BOUT DU PONT DE LARN;
81204;PAYRIN AUGMONTEL;81660;PAYRIN AUGMONTEL;
81209;PONT DE LARN;81660;PONT DE LARN;
81068;COMBEFA;81640;COMBEFA;
81135;LAPARROUQUIAL;81640;LAPARROUQUIAL;
81170;MONESTIES;81640;MONESTIES;
81275;SALLES;81640;SALLES;
81280;LE SEGUR;81640;LE SEGUR;
81322;VIRAC;81640;VIRAC;
81024;BEAUVAIS SUR TESCOU;81630;BEAUVAIS SUR TESCOU;
81175;MONTDURAUSSE;81630;MONTDURAUSSE;
81178;MONTGAILLARD;81630;MONTGAILLARD;
81185;MONTVALEN;81630;MONTVALEN;
81272;ST URCISSE;81630;ST URCISSE;
81276;SALVAGNAC;81630;SALVAGNAC;
81279;LA SAUZIERE ST JEAN;81630;LA SAUZIERE ST JEAN;
81293;TAURIAC;81630;TAURIAC;
81020;AUSSAC;81600;AUSSAC;
81038;BRENS;81600;BRENS;
81041;BROZE;81600;BROZE;
81046;CADALEN;81600;CADALEN;
81090;FENOLS;81600;FENOLS;
81099;GAILLAC;81600;GAILLAC;
81171;MONTANS;81600;MONTANS;
81225;RIVIERES;81600;RIVIERES;
81283;SENOUILLAC;81600;SENOUILLAC;
81294;TECOU;81600;TECOU;
81054;CAMBOUNET SUR LE SOR;81580;CAMBOUNET SUR LE SOR;
81289;SOUAL;81580;SOUAL;
81058;CARBES;81570;CARBES;
81075;CUQ;81570;CUQ LES VIELMUR;
81098;FREJEVILLE;81570;FREJEVILLE;
81281;SEMALENS;81570;SEMALENS;
81315;VIELMUR SUR AGOUT;81570;VIELMUR SUR AGOUT;
81027;BELLESERRE;81540;BELLESERRE;
81049;CAHUZAC;81540;CAHUZAC;
81055;LES CAMMAZES;81540;LES CAMMAZES;
81083;DURFORT;81540;DURFORT;
81288;SOREZE;81540;SOREZE;
81085;ESCROUX;81530;ESCROUX;
81103;GIJOUNET;81530;GIJOUNET;
81158;LE MASNAU MASSUGUIES;81530;LE MASNAU MASSUGUIES;
81268;ST SALVI DE CARCAVES;81530;ST SALVI DE CARCAVES;
81282;SENAUX;81530;SENAUX;
81314;VIANE;81530;VIANE;
81011;AMBRES;81500;AMBRES;
81022;BANNIERES;81500;BANNIERES;
81025;BELCASTEL;81500;BELCASTEL;
81044;CABANES;81500;CABANES;
81092;FIAC;81500;FIAC;
81102;GARRIGUES;81500;GARRIGUES;
81104;GIROUSSENS;81500;GIROUSSENS;
81116;LABASTIDE ST GEORGES;81500;LABASTIDE ST GEORGES;
81126;LACOUGOTTE CADOUL;81500;LACOUGOTTE CADOUL;
81140;LAVAUR;81500;LAVAUR;
81150;LUGAN;81500;LUGAN;
81157;MARZENS;81500;MARZENS;
81159;MASSAC SERAN;81500;MASSAC SERAN;
81173;MONTCABRIER;81500;MONTCABRIER;
81213;PRATVIEL;81500;PRATVIEL;
81236;ST AGNAN;81500;ST AGNAN;
81255;ST JEAN DE RIVES;81500;ST JEAN DE RIVES;
81261;ST LIEUX LES LAVAUR;81500;ST LIEUX LES LAVAUR;
81298;TEULAT;81500;TEULAT;
81310;VEILHES;81500;VEILHES;
81318;VILLENEUVE LES LAVAUR;81500;VILLENEUVE LES LAVAUR;
81324;VIVIERS LES LAVAUR;81500;VIVIERS LES LAVAUR;
81034;BOISSEZON;81490;BOISSEZON;
81196;NOAILHAC;81490;NOAILHAC;
81269;ST SALVY DE LA BALME;81490;ST SALVY DE LA BALME;
81001;AGUTS;81470;AGUTS;
81006;ALGANS;81470;ALGANS;
81050;CAMBON LES LAVAUR;81470;CAMBON LES LAVAUR;
81076;CUQ TOULZA;81470;CUQ TOULZA;
81127;LACROISILLE;81470;LACROISILLE;
81162;MAURENS SCOPONT;81470;MAURENS SCOPONT;
81179;MONTGEY;81470;MONTGEY;
81189;MOUZENS;81470;MOUZENS;
81205;PECHAUDIER;81470;PECHAUDIER;
81214;PUECHOURSI;81470;PUECHOURSI;
81229;ROQUEVIDAL;81470;ROQUEVIDAL;
81101;LE GARRIC;81450;LE GARRIC;
81040;BROUSSE;81440;BROUSSE;
81109;JONQUIERES;81440;JONQUIERES;
81139;LAUTREC;81440;LAUTREC;
81174;MONTDRAGON;81440;MONTDRAGON;
81181;MONTPINIER;81440;MONTPINIER;
81207;PEYREGOUX;81440;PEYREGOUX;
81216;PUYCALVEL;81440;PUYCALVEL;
81250;ST GENEST DE CONTEST;81440;ST GENEST DE CONTEST;
81258;ST JULIEN DU PUY;81440;ST JULIEN DU PUY;
81311;VENES;81440;VENES;
81010;AMBIALET;81430;AMBIALET;
81026;BELLEGARDE MARSAL;81430;BELLEGARDE MARSAL;
81026;BELLEGARDE MARSAL;81430;BELLEGARDE MARSAL;MARSAL
81096;LE FRAYSSE;81430;LE FRAYSSE;
81190;MOUZIEYS TEULET;81430;MOUZIEYS TEULET;
81317;VILLEFRANCHE D ALBIGEOIS;81430;VILLEFRANCHE D ALBIGEOIS;
81033;BLAYE LES MINES;81400;BLAYE LES MINES;
81060;CARMAUX;81400;CARMAUX;
81114;LABASTIDE GABAUSSE;81400;LABASTIDE GABAUSSE;
81230;ROSIERES;81400;ROSIERES;
81244;ST BENOIT DE CARMAUX;81400;ST BENOIT DE CARMAUX;
81039;BRIATEXTE;81390;BRIATEXTE;
81215;PUYBEGON;81390;PUYBEGON;
81248;ST GAUZENS;81390;ST GAUZENS;
81144;LESCURE D ALBIGEOIS;81380;LESCURE D ALBIGEOIS;
81271;ST SULPICE LA POINTE;81370;ST SULPICE LA POINTE;
81017;ARIFAT;81360;ARIFAT;
81182;MONTREDON LABESSONNIE;81360;MONTREDON LABESSONNIE;
81013;ANDOUQUE;81350;ANDOUQUE;
81072;CRESPIN;81350;CRESPIN;
81073;CRESPINET;81350;CRESPINET;
81253;ST GREGOIRE;81350;ST GREGOIRE;
81254;ST JEAN DE MARCEL;81350;ST JEAN DE MARCEL;
81277;SAUSSENAC;81350;SAUSSENAC;
81285;SERENAC;81350;SERENAC;
81306;VALDERIES;81350;VALDERIES;
81019;ASSAC;81340;ASSAC;
81047;CADIX;81340;CADIX;
81071;COURRIS;81340;COURRIS;
81082;LE DOURN;81340;LE DOURN;
81089;FAUSSERGUES;81340;FAUSSERGUES;
81094;FRAISSINES;81340;FRAISSINES;
81122;LACAPELLE PINET;81340;LACAPELLE PINET;
81141;LEDAS ET PENTHIES;81340;LEDAS ET PENTHIES;
81199;PADIES;81340;PADIES;
81247;ST CIRGUE;81340;ST CIRGUE;
81259;ST JULIEN GAULENE;81340;ST JULIEN GAULENE;
81264;ST MICHEL LABADIE;81340;ST MICHEL LABADIE;
81303;TREBAS;81340;TREBAS;
81308;VALENCE D ALBIGEOIS;81340;VALENCE D ALBIGEOIS;
81125;LACAZE;81330;LACAZE;
81221;RAYSSAC;81330;RAYSSAC;
81267;ST PIERRE DE TRIVISY;81330;ST PIERRE DE TRIVISY;
81305;VABRE;81330;VABRE;
81023;BARRE;81320;BARRE;
81188;MOULIN MAGE;81320;MOULIN MAGE;
81192;MURAT SUR VEBRE;81320;MURAT SUR VEBRE;
81193;NAGES;81320;NAGES;
81145;LISLE SUR TARN;81310;LISLE SUR TARN;
81202;PARISOT;81310;PARISOT;
81208;PEYROLE;81310;PEYROLE;
81043;BUSQUE;81300;BUSQUE;
81105;GRAULHET;81300;GRAULHET;
81117;LABESSIERE CANDEIL;81300;LABESSIERE CANDEIL;
81138;LASGRAISSES;81300;LASGRAISSES;
81169;MISSECLE;81300;MISSECLE;
81187;MOULAYRES;81300;MOULAYRES;
81084;ESCOUSSENS;81290;ESCOUSSENS;
81120;LABRUGUIERE;81290;LABRUGUIERE;
81235;ST AFFRIQUE LES MONTAGNES;81290;ST AFFRIQUE LES MONTAGNES;
81325;VIVIERS LES MONTAGNES;81290;VIVIERS LES MONTAGNES;
81115;LABASTIDE ROUAIROUX;81270;LABASTIDE ROUAIROUX;
81014;ANGLES;81260;ANGLES;
81028;BERLATS;81260;BERLATS;
81031;LE BEZ;81260;LE BEZ;
81037;BRASSAC;81260;BRASSAC;
81053;CAMBOUNES;81260;CAMBOUNES;
81062;FONTRIEU;81260;FONTRIEU;CASTELNAU DE BRASSAC
81062;FONTRIEU;81260;FONTRIEU;FERRIERES
81062;FONTRIEU;81260;FONTRIEU;LE MARGNES
81086;ESPERAUSSES;81260;ESPERAUSSES;
81134;LAMONTELARIE;81260;LAMONTELARIE;
81137;LASFAILLADES;81260;LASFAILLADES;
81003;ALBAN;81250;ALBAN;
81077;CURVALLE;81250;CURVALLE;
81161;MASSALS;81250;MASSALS;
81167;MIOLLES;81250;MIOLLES;
81203;PAULINET;81250;PAULINET;
81240;ST ANDRE;81250;ST ANDRE;
81005;ALBINE;81240;ALBINE;
81121;LACABAREDE;81240;LACABAREDE;
81223;LE RIALET;81240;LE RIALET;
81231;ROUAIROUX;81240;ROUAIROUX;
81238;ST AMANS SOULT;81240;ST AMANS SOULT;
81239;ST AMANS VALTORET;81240;ST AMANS VALTORET;
81278;SAUVETERRE;81240;SAUVETERRE;
81321;LE VINTROU;81240;LE VINTROU;
81124;LACAUNE;81230;LACAUNE;
81078;DAMIATTE;81220;DAMIATTE;
81132;GUITALENS L ALBAREDE;81220;GUITALENS L ALBAREDE;
81132;GUITALENS L ALBAREDE;81220;GUITALENS L ALBAREDE;GUITALENS
81151;MAGRIN;81220;MAGRIN;
81212;PRADES;81220;PRADES;
81266;ST PAUL CAP DE JOUX;81220;ST PAUL CAP DE JOUX;
81286;SERVIES;81220;SERVIES;
81299;TEYSSODE;81220;TEYSSODE;
81323;VITERBE;81220;VITERBE;
81128;LACROUZETTE;81210;LACROUZETTE;
81177;MONTFA;81210;MONTFA;
81227;ROQUECOURBE;81210;ROQUECOURBE;
81252;ST GERMIER;81210;ST GERMIER;
81256;ST JEAN DE VALS;81210;ST JEAN DE VALS;
81002;AIGUEFONDE;81200;AIGUEFONDE;
81021;AUSSILLON;81200;AUSSILLON;
81066;CAUCALIERES;81200;CAUCALIERES;
81163;MAZAMET;81200;MAZAMET;
81008;ALMAYRAC;81190;ALMAYRAC;
81110;JOUQUEVIEL;81190;JOUQUEVIEL;
81168;MIRANDOL BOURGNOUNAC;81190;MIRANDOL BOURGNOUNAC;
81172;MONTAURIOL;81190;MONTAURIOL;
81180;MONTIRAT;81190;MONTIRAT;
81186;MOULARES;81190;MOULARES;
81201;PAMPELONNE;81190;PAMPELONNE;
81245;ST CHRISTOPHE;81190;ST CHRISTOPHE;
81245;ST CHRISTOPHE;81190;ST CHRISTOPHE;NARTHOUX
81249;STE GEMME;81190;STE GEMME;
81292;TANUS;81190;TANUS;
81302;TREBAN;81190;TREBAN;
81304;TREVIEN;81190;TREVIEN;
81009;AMARENS;81170;AMARENS;
81035;BOURNAZEL;81170;BOURNAZEL;
81045;LES CABANNES;81170;LES CABANNES;
81069;CORDES SUR CIEL;81170;CORDES SUR CIEL;
81080;DONNAZAC;81170;DONNAZAC;
81095;FRAUSSEILLES;81170;FRAUSSEILLES;
81108;ITZAC;81170;ITZAC;
81111;LABARTHE BLEYS;81170;LABARTHE BLEYS;
81123;LACAPELLE SEGALAR;81170;LACAPELLE SEGALAR;
81146;LIVERS CAZELLES;81170;LIVERS CAZELLES;
81148;LOUBERS;81170;LOUBERS;
81154;MARNAVES;81170;MARNAVES;
81165;MILHARS;81170;MILHARS;
81184;MONTROSIER;81170;MONTROSIER;
81191;MOUZIEYS PANENS;81170;MOUZIEYS PANENS;
81197;NOAILLES;81170;NOAILLES;
81224;LE RIOLS;81170;LE RIOLS;
81262;ST MARCEL CAMPES;81170;ST MARCEL CAMPES;CAMPES
81262;ST MARCEL CAMPES;81170;ST MARCEL CAMPES;
81263;ST MARTIN LAGUEPIE;81170;ST MARTIN LAGUEPIE;
81290;SOUEL;81170;SOUEL;
81300;TONNAC;81170;TONNAC;
81320;VINDRAC ALAYRAC;81170;VINDRAC ALAYRAC;
81018;ARTHES;81160;ARTHES;
81257;ST JUERY;81160;ST JUERY;
81029;BERNAC;81150;BERNAC;
81061;CASTANET;81150;CASTANET;
81063;CASTELNAU DE LEVIS;81150;CASTELNAU DE LEVIS;
81067;CESTAYROLS;81150;CESTAYROLS;
81087;FAYSSAC;81150;FAYSSAC;
81093;FLORENTIN;81150;FLORENTIN;
81112;LABASTIDE DE LEVIS;81150;LABASTIDE DE LEVIS;
81131;LAGRAVE;81150;LAGRAVE;
81156;MARSSAC SUR TARN;81150;MARSSAC SUR TARN;
81232;ROUFFIAC;81150;ROUFFIAC;
81297;TERSSAC;81150;TERSSAC;
81326;STE CROIX;81150;STE CROIX;
81007;ALOS;81140;ALOS;
81012;ANDILLAC;81140;ANDILLAC;
81051;CAHUZAC SUR VERE;81140;CAHUZAC SUR VERE;
81056;CAMPAGNAC;81140;CAMPAGNAC;
81064;CASTELNAU DE MONTMIRAL;81140;CASTELNAU DE MONTMIRAL;
81136;LARROQUE;81140;LARROQUE;
81176;MONTELS;81140;MONTELS;
81206;PENNE;81140;PENNE;
81217;PUYCELSI;81140;PUYCELSI;
81234;ROUSSAYROLLES;81140;ROUSSAYROLLES;
81243;ST BEAUZILE;81140;ST BEAUZILE;
81246;STE CECILE DU CAYROU;81140;STE CECILE DU CAYROU;
81265;ST MICHEL DE VAX;81140;ST MICHEL DE VAX;
81309;VAOUR;81140;VAOUR;
81313;LE VERDIER;81140;LE VERDIER;
81316;VIEUX;81140;VIEUX;
81048;CAGNAC LES MINES;81130;CAGNAC LES MINES;
81152;MAILHOC;81130;MAILHOC;
81166;MILHAVET;81130;MILHAVET;
81291;TAIX;81130;TAIX;
81319;VILLENEUVE SUR VERE;81130;VILLENEUVE SUR VERE;
81079;DENAT;81120;DENAT;
81088;FAUCH;81120;FAUCH;
81113;LABASTIDE DENAT;81120;LABASTIDE DENAT;
81119;LABOUTARIE;81120;LABOUTARIE;
81133;LAMILLARIE;81120;LAMILLARIE;
81147;LOMBERS;81120;LOMBERS;
81183;MONT ROC;81120;MONT ROC;
81198;ORBAN;81120;ORBAN;
81211;POULAN POUZOLS;81120;POULAN POUZOLS;
81222;REALMONT;81120;REALMONT;
81226;RONEL;81120;RONEL;
81233;ROUMEGOUX;81120;ROUMEGOUX;
81241;ST ANTONIN DE LACALM;81120;ST ANTONIN DE LACALM;
81260;ST LIEUX LAFENASSE;81120;ST LIEUX LAFENASSE;
81287;SIEURAC;81120;SIEURAC;
81295;TEILLET;81120;TEILLET;
81296;TERRE CLAPIER;81120;TERRE CLAPIER;
81301;LE TRAVET;81120;LE TRAVET;
81016;ARFONS;81110;ARFONS;
81081;DOURGNE;81110;DOURGNE;
81129;LAGARDIOLLE;81110;LAGARDIOLLE;
81143;LESCOUT;81110;LESCOUT;
81160;MASSAGUEL;81110;MASSAGUEL;
81237;ST AMANCET;81110;ST AMANCET;
81242;ST AVIT;81110;ST AVIT;
81312;VERDALLE;81110;VERDALLE;
81042;BURLATS;81100;BURLATS;
81065;CASTRES;81100;CASTRES;
81118;LABOULBENE;81100;LABOULBENE;
81130;LAGARRIGUE;81090;LAGARRIGUE;
81307;VALDURENQUE;81090;VALDURENQUE;
81004;ALBI;81000;ALBI;
80247;DOMPIERRE BECQUINCOURT;80980;DOMPIERRE BECQUINCOURT;
80692;SAILLY FLIBEAUCOURT;80970;SAILLY FLIBEAUCOURT;
80700;ST BLIMONT;80960;ST BLIMONT;
80031;ARVILLERS;80910;ARVILLERS;
80116;BOUCHOIR;80910;BOUCHOIR;
80205;CONDE FOLIE;80890;CONDE FOLIE;
80714;ST QUENTIN LA MOTTE CROIX AU BAILLY;80880;ST QUENTIN LA MOTTE CROIX BAILLY;
80076;BEHEN;80870;BEHEN;
80578;MOYENNEVILLE;80870;MOYENNEVILLE;
80764;TOEUFLES;80870;TOEUFLES;
80598;NOUVION;80860;NOUVION;
80600;NOYELLES SUR MER;80860;NOYELLES SUR MER;
80633;PONTHOILE;80860;PONTHOILE;
80093;BERTEAUCOURT LES DAMES;80850;BERTEAUCOURT LES DAMES;
80117;BOUCHON;80830;BOUCHON;
80296;L ETOILE;80830;L ETOILE;
80029;ARREST;80820;ARREST;
80036;AUBIGNY;80800;AUBIGNY;
80112;BONNAY;80800;BONNAY;
80156;BUSSY LES DAOURS;80800;BUSSY LES DAOURS;
80159;CACHY;80800;CACHY;
80181;CAYEUX EN SANTERRE;80800;CAYEUX EN SANTERRE;
80184;CERISY;80800;CERISY;
80192;CHIPILLY;80800;CHIPILLY;
80212;CORBIE;80800;CORBIE;
80234;DAOURS;80800;DAOURS;
80338;FOUILLOY;80800;FOUILLOY;
80350;FRANVILLERS;80800;FRANVILLERS;
80376;GENTELLES;80800;GENTELLES;
80411;LE HAMEL;80800;LE HAMEL;
80412;HAMELET;80800;HAMELET;
80426;HEILLY;80800;HEILLY;
80449;IGNAUCOURT;80800;IGNAUCOURT;
80458;LAHOUSSOYE;80800;LAHOUSSOYE;
80463;LAMOTTE WARFUSEE;80800;LAMOTTE WARFUSEE;
80463;LAMOTTE WARFUSEE;80800;LAMOTTE WARFUSEE;WARFUSEE ABANCOURT
80507;MARCELCAVE;80800;MARCELCAVE;
80530;MERICOURT L ABBE;80800;MERICOURT L ABBE;
80672;RIBEMONT SUR ANCRE;80800;RIBEMONT SUR ANCRE;
80693;SAILLY LAURETTE;80800;SAILLY LAURETTE;
80694;SAILLY LE SEC;80800;SAILLY LE SEC;
80774;VAIRE SOUS CORBIE;80800;VAIRE SOUS CORBIE;
80784;VAUX SUR SOMME;80800;VAUX SUR SOMME;
80785;VECQUEMONT;80800;VECQUEMONT;
80799;VILLERS BRETONNEUX;80800;VILLERS BRETONNEUX;
80706;ST LEGER LES DOMART;80780;ST LEGER LES DOMART;
80063;BEAUCHAMPS;80770;BEAUCHAMPS;
80168;CANDAS;80750;CANDAS;
80310;FIENVILLERS;80750;FIENVILLERS;
80271;EPEHY;80740;EPEHY;
80679;RONSSOY;80740;LE RONSSOY;
80656;QUEVAUVILLERS;80710;QUEVAUVILLERS;
80023;ANDECHY;80700;ANDECHY;
80027;ARMANCOURT;80700;ARMANCOURT;
80053;BALATRE;80700;BALATRE;
80101;BEUVRAIGNES;80700;BEUVRAIGNES;
80152;BUS LA MESIERE;80700;BUS LA MESIERE;
80176;CARREPUIS;80700;CARREPUIS;
80185;CHAMPIEN;80700;CHAMPIEN;
80189;LA CHAVATTE;80700;LA CHAVATTE;
80223;CREMERY;80700;CREMERY;
80232;DAMERY;80700;DAMERY;
80233;DANCOURT POPINCOURT;80700;DANCOURT POPINCOURT;
80263;L ECHELLE ST AURIN;80700;L ECHELLE ST AURIN;
80322;FONCHES FONCHETTE;80700;FONCHES FONCHETTE;
80347;FRANSART;80700;FRANSART;
80359;FRESNOY LES ROYE;80700;FRESNOY LES ROYE;
80383;GOYENCOURT;80700;GOYENCOURT;
80391;GRIVILLERS;80700;GRIVILLERS;
80393;GRUNY;80700;GRUNY;
80421;HATTENCOURT;80700;HATTENCOURT;
80467;LAUCOURT;80700;LAUCOURT;
80473;LIANCOURT FOSSE;80700;LIANCOURT FOSSE;
80508;MARCHE ALLOUARDE;80700;MARCHE ALLOUARDE;
80517;MARQUIVILLERS;80700;MARQUIVILLERS;
80617;PARVILLERS LE QUESNOY;80700;PARVILLERS LE QUESNOY;
80617;PARVILLERS LE QUESNOY;80700;PARVILLERS LE QUESNOY;LE QUESNOY
80669;RETHONVILLERS;80700;RETHONVILLERS;
80676;ROIGLISE;80700;ROIGLISE;
80685;ROYE;80700;ROYE;
80708;ST MARD;80700;ST MARD;
80759;TILLOLOY;80700;TILLOLOY;
80790;VERPILLIERES;80700;VERPILLIERES;
80803;VILLERS LES ROYE;80700;VILLERS LES ROYE;
80009;AILLY LE HAUT CLOCHER;80690;AILLY LE HAUT CLOCHER;
80145;BRUCAMPS;80690;BRUCAMPS;
80281;ERGNIES;80690;ERGNIES;
80344;FRANCIERES;80690;FRANCIERES;
80380;GORENFLOS;80690;GORENFLOS;
80574;MOUFLERS;80690;MOUFLERS;
80804;VILLERS SOUS AILLY;80690;VILLERS SOUS AILLY;
80387;GRATTEPANCHE;80680;GRATTEPANCHE;
80424;HEBECOURT;80680;HEBECOURT;
80690;RUMIGNY;80680;RUMIGNY;
80696;SAINS EN AMIENOIS;80680;SAINS EN AMIENOIS;
80702;ST FUSCIEN;80680;ST FUSCIEN;
80113;BONNEVILLE;80670;BONNEVILLE;
80166;CANAPLES;80670;CANAPLES;
80408;HALLOY LES PERNOIS;80670;HALLOY LES PERNOIS;
80423;HAVERNAS;80670;HAVERNAS;
80566;FIEFFES MONTRELET;80670;FIEFFES MONTRELET;FIEFFES
80566;FIEFFES MONTRELET;80670;FIEFFES MONTRELET;
80619;PERNOIS;80670;PERNOIS;
80819;WARGNIES;80670;WARGNIES;
80793;VIGNACOURT;80650;VIGNACOURT;
80041;AUMONT;80640;AUMONT;
80259;DROMESNIL;80640;DROMESNIL;
80443;HORNOY LE BOURG;80640;HORNOY LE BOURG;BOISRAULT
80443;HORNOY LE BOURG;80640;HORNOY LE BOURG;
80443;HORNOY LE BOURG;80640;HORNOY LE BOURG;GOUY L HOPITAL
80443;HORNOY LE BOURG;80640;HORNOY LE BOURG;SELINCOURT
80443;HORNOY LE BOURG;80640;HORNOY LE BOURG;LINCHEUX HALLIVILLERS
80443;HORNOY LE BOURG;80640;HORNOY LE BOURG;ORIVAL
80443;HORNOY LE BOURG;80640;HORNOY LE BOURG;TRONCHOY
80531;MERICOURT EN VIMEU;80640;MERICOURT EN VIMEU;
80754;THIEULLOY L ABBAYE;80640;THIEULLOY L ABBAYE;
80813;VRAIGNES LES HORNOY;80640;VRAIGNES LES HORNOY;
80071;BEAUVAL;80630;BEAUVAL;
80089;BERNEUIL;80620;BERNEUIL;
80241;DOMART EN PONTHIEU;80620;DOMART EN PONTHIEU;
80249;DOMQUEUR;80620;DOMQUEUR;
80346;FRANQUEVILLE;80620;FRANQUEVILLE;
80348;FRANSU;80620;FRANSU;
80466;LANCHES ST HILAIRE;80620;LANCHES ST HILAIRE;
80537;MESNIL DOMQUEUR;80620;MESNIL DOMQUEUR;
80671;RIBEAUCOURT;80620;RIBEAUCOURT;
80742;SURCAMPS;80620;SURCAMPS;
80778;VAUCHELLES LES DOMART;80620;VAUCHELLES LES DOMART;
80100;BETTENCOURT ST OUEN;80610;BETTENCOURT ST OUEN;
80711;ST OUEN;80610;ST OUEN;
80042;AUTHEUX;80600;AUTHEUX;
80044;AUTHIEULE;80600;AUTHIEULE;
80055;BARLY;80600;BARLY;
80070;BEAUQUESNE;80600;BEAUQUESNE;
80108;BOISBERGUES;80600;BOISBERGUES;
80122;BOUQUEMAISON;80600;BOUQUEMAISON;
80140;BREVILLERS;80600;BREVILLERS;
80253;DOULLENS;80600;DOULLENS;
80377;GEZAINCOURT;80600;GEZAINCOURT;
80392;GROUCHES LUCHUEL;80600;GROUCHES LUCHUEL;
80427;HEM HARDINVAL;80600;HEM HARDINVAL;
80445;HUMBERCOURT;80600;HUMBERCOURT;
80491;LONGUEVILLETTE;80600;LONGUEVILLETTE;
80495;LUCHEUX;80600;LUCHEUX;
80544;MEZEROLLES;80600;MEZEROLLES;
80596;NEUVILLETTE;80600;NEUVILLETTE;
80602;OCCOCHES;80600;OCCOCHES;
80614;OUTREBOIS;80600;OUTREBOIS;
80659;RAINCHEVAL;80600;RAINCHEVAL;
80666;REMAISNIL;80600;REMAISNIL;
80749;TERRAMESNIL;80600;TERRAMESNIL;
80135;BRAY LES MAREUIL;80580;BRAY LES MAREUIL;
80262;EAUCOURT SUR SOMME;80580;EAUCOURT SUR SOMME;
80268;EPAGNE EPAGNETTE;80580;EPAGNE EPAGNETTE;
80282;ERONDELLE;80580;ERONDELLE;
80476;LIERCOURT;80580;LIERCOURT;
